Tiempo,Liga,Partido,Equipo,Jugador,Concepto,Valor,Concepto Real,Valor Real,Valor Numerico,Arbitro,Posicion ,
,argentina,tucuman,newell,valenzuela,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,escobar,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,moiragui,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,dominguez,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,voboril,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,sills,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,paz,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,san roman,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,formiliano,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,mansilla,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,valenzuela,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,escobar,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,moiragui,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,dominguez,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,voboril,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,sills,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,paz,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,san roman,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,formiliano,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,mansilla,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,valenzuela,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,escobar,DEFENSOR-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,moiragui,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,dominguez,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,voboril,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,sills,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,paz,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,san roman,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,formiliano,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,mansilla,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,valenzuela,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,escobar,DEFENSOR-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-REMATE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-REMATE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,moiragui,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,dominguez,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,voboril,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,sills,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,paz,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,san roman,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,formiliano,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,mansilla,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,valenzuela,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,escobar,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,moiragui,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,dominguez,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,voboril,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,sills,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,paz,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,san roman,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,formiliano,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,mansilla,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,valenzuela,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,escobar,DEFENSOR-DEFINICION,bueno,DEFENSOR-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,moiragui,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,dominguez,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,voboril,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,sills,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,paz,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,san roman,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,formiliano,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,mansilla,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,valenzuela,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,escobar,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,moiragui,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,dominguez,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,voboril,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,sills,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,paz,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,san roman,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,formiliano,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,mansilla,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,valenzuela,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,escobar,DEFENSOR-DEFINICION,malo,DEFENSOR-DEFINICION,MALO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-DEFINICION,bueno,MEDIOCAMPISTA-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-DEFINICION,malo,MEDIOCAMPISTA-DEFINICION,MALO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-DEFINICION,bueno,DELANTERO-DEFINICION,BUENO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-DEFINICION,malo,DELANTERO-DEFINICION,MALO,,,,
,argentina,tucuman,newell,pocrnjic,ARQUERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,dangelo,ARQUERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,pocrnjic,ARQUERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,dangelo,ARQUERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,moiragui,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,dominguez,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,voboril,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,sills,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,paz,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,san roman,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,formiliano,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,mansilla,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,valenzuela,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,escobar,DEFENSOR-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,pocrnjic,ARQUERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,dangelo,ARQUERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,pocrnjic,ARQUERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,dangelo,ARQUERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,pocrnjic,ARQUERO-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,dangelo,ARQUERO-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,pocrnjic,ARQUERO-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,dangelo,ARQUERO-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,prediger,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rodrigez,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,quignon,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,elias,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,formica,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,amoroso,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,isnaldo,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rivero,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-PASE-CORTO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tucuman,newell,figueroa,DELANTERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,huguenet,DELANTERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,scocco,DELANTERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,rotondi,DELANTERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,tevez,DELANTERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,fertoli,DELANTERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,tissera,DELANTERO-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tucuman,newell,moiragui,DEFENSOR-CENTROS-DERECHA,bueno,DEFENSOR-CENTROS-DERECHA,BUENO,,,,
